timestamp,REAL/FAKE,BASE_BYTES,LOAD_BYTES,FINAL_BYTES,REAL_BYTES
2025-06-18 18:01:38,REAL,2651538449,482,2651538931,2651538931
2025-06-18 18:01:40,REAL,2651538931,483,2651539414,2651539414
2025-06-18 18:01:42,REAL,2651539414,483,2651539897,2651539897
2025-06-18 18:01:44,REAL,2651539897,485,2651540382,2651540382
2025-06-18 18:01:46,REAL,2651540382,483,2651540865,2651540865
2025-06-18 18:01:48,REAL,2651540865,478,2651541343,2651541343
2025-06-18 18:01:50,REAL,2651541343,491,2651541834,2651541834
2025-06-18 18:01:52,REAL,2651541834,485,2651542319,2651542319
2025-06-18 18:01:54,REAL,2651542319,475,2651542794,2651542794
2025-06-18 18:01:56,REAL,2651542794,485,2651543279,2651543279
2025-06-18 18:01:58,REAL,2651543279,539,2651543818,2651543818
2025-06-18 18:02:00,REAL,2651543818,482,2651544300,2651544300
2025-06-18 18:02:02,REAL,2651544300,485,2651544785,2651544785
2025-06-18 18:02:04,REAL,2651544785,488,2651545273,2651545273
2025-06-18 18:02:06,REAL,2651545273,487,2651545760,2651545760
2025-06-18 18:02:08,REAL,2651545760,485,2651546245,2651546245
2025-06-18 18:02:10,REAL,2651546245,478,2651546723,2651546723
